timestamp_hour,hour_of_day,day_of_week,is_weekend,is_holiday,ed_arrivals_lag_1h,ed_arrivals_lag_2h,ed_arrivals_lag_3h,ed_arrivals_lag_24h,ed_waiting_count,ed_arrivals_high_acuity_lag_1h,icu_occupied_beds,icu_staffed_beds,ward_occupied_beds,ward_staffed_beds,discharges_icu,discharges_ward,ambulance_prealerts_next_1h,weather_temp,rain_mm,local_event_flag,y_ed_arrivals_t+1,y_ed_arrivals_t+2,y_ed_arrivals_t+3,y_ed_to_ward_t+1,y_ed_to_ward_t+2,y_ed_to_ward_t+3,y_ed_to_icu_t+1,y_ed_to_icu_t+2,y_ed_to_icu_t+3,y_icu_occupied_t+1,y_icu_occupied_t+2,y_icu_occupied_t+3,y_icu_occupied_t+6,y_icu_occupied_t+12,y_icu_occupied_t+24,y_icu_occupied_t+48,y_ward_occupied_t+1,y_ward_occupied_t+2,y_ward_occupied_t+3,y_ward_occupied_t+6,y_ward_occupied_t+12,y_ward_occupied_t+24,y_ward_occupied_t+48
2025-10-02 10:00:00,10,3,0,1,48.0,45.0,62.0,32.0,159,11.0,32,32,120,120,2,3,6,25.9,0.0,0,34.0,73.0,45.0,5.0,20.0,12.0,3.0,14.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 11:00:00,11,3,0,1,47.0,48.0,45.0,38.0,154,10.0,32,32,120,120,0,3,5,26.9,0.0,0,73.0,45.0,43.0,20.0,12.0,9.0,14.0,8.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 12:00:00,12,3,0,1,34.0,47.0,48.0,36.0,181,4.0,32,32,120,120,0,3,9,26.8,2.9,0,45.0,43.0,55.0,12.0,9.0,10.0,8.0,7.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 13:00:00,13,3,0,1,73.0,34.0,47.0,34.0,183,13.0,32,32,120,120,1,2,7,21.9,1.1,0,43.0,55.0,60.0,9.0,10.0,17.0,7.0,6.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 14:00:00,14,3,0,1,45.0,73.0,34.0,40.0,185,12.0,32,32,120,120,0,2,5,25.1,0.0,0,55.0,60.0,41.0,10.0,17.0,15.0,6.0,5.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 15:00:00,15,3,0,1,43.0,45.0,73.0,46.0,194,8.0,32,32,120,120,1,3,7,23.8,0.7,0,60.0,41.0,47.0,17.0,15.0,6.0,5.0,7.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 16:00:00,16,3,0,1,55.0,43.0,45.0,34.0,207,9.0,32,32,120,120,2,2,7,25.7,0.0,0,41.0,47.0,49.0,15.0,6.0,15.0,7.0,8.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 17:00:00,17,3,0,1,60.0,55.0,43.0,50.0,200,6.0,32,32,120,120,1,3,4,24.9,0.6,0,47.0,49.0,41.0,6.0,15.0,11.0,8.0,8.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 18:00:00,18,3,0,1,41.0,60.0,55.0,40.0,198,8.0,32,32,120,120,0,3,6,26.4,0.4,0,49.0,41.0,48.0,15.0,11.0,12.0,8.0,9.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 19:00:00,19,3,0,1,47.0,41.0,60.0,30.0,194,9.0,32,32,120,120,1,4,6,25.5,0.3,0,41.0,48.0,44.0,11.0,12.0,11.0,9.0,8.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 20:00:00,20,3,0,1,49.0,47.0,41.0,44.0,192,9.0,32,32,120,120,1,4,5,22.7,0.0,0,48.0,44.0,51.0,12.0,11.0,16.0,8.0,6.0,15.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 21:00:00,21,3,0,1,41.0,49.0,47.0,36.0,201,7.0,32,32,120,120,1,4,3,24.0,0.0,0,44.0,51.0,43.0,11.0,16.0,9.0,6.0,15.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 22:00:00,22,3,0,1,48.0,41.0,49.0,44.0,204,8.0,32,32,120,120,0,5,3,25.5,0.0,0,51.0,43.0,36.0,16.0,9.0,9.0,15.0,8.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-02 23:00:00,23,3,0,1,44.0,48.0,41.0,42.0,218,9.0,32,32,120,120,0,4,8,25.6,0.0,0,43.0,36.0,47.0,9.0,9.0,11.0,8.0,11.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 00:00:00,0,4,0,0,51.0,44.0,48.0,40.0,222,8.0,32,32,120,120,1,3,5,23.5,0.5,0,36.0,47.0,41.0,9.0,11.0,10.0,11.0,9.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 01:00:00,1,4,0,0,43.0,51.0,44.0,46.0,227,12.0,32,32,120,120,0,2,5,23.3,1.8,0,47.0,41.0,33.0,11.0,10.0,6.0,9.0,10.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,118.0
2025-10-03 02:00:00,2,4,0,0,36.0,43.0,51.0,40.0,233,7.0,32,32,120,120,1,6,3,25.7,0.2,0,41.0,33.0,41.0,10.0,6.0,13.0,10.0,6.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 03:00:00,3,4,0,0,47.0,36.0,43.0,44.0,238,8.0,32,32,120,120,1,2,2,23.5,0.9,0,33.0,41.0,37.0,6.0,13.0,9.0,6.0,8.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 04:00:00,4,4,0,0,41.0,47.0,36.0,33.0,243,8.0,32,32,120,120,1,5,2,23.1,0.0,0,41.0,37.0,45.0,13.0,9.0,18.0,8.0,7.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 05:00:00,5,4,0,0,33.0,41.0,47.0,41.0,250,9.0,32,32,120,120,1,2,4,24.9,0.0,0,37.0,45.0,23.0,9.0,18.0,3.0,7.0,6.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 06:00:00,6,4,0,0,41.0,33.0,41.0,46.0,250,6.0,32,32,120,120,1,6,3,24.9,0.0,0,45.0,23.0,44.0,18.0,3.0,11.0,6.0,5.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 07:00:00,7,4,0,0,37.0,41.0,33.0,62.0,250,6.0,32,32,120,120,2,1,8,24.3,0.6,0,23.0,44.0,38.0,3.0,11.0,15.0,5.0,10.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 08:00:00,8,4,0,0,45.0,37.0,41.0,45.0,240,11.0,32,32,120,120,0,1,3,24.5,0.0,0,44.0,38.0,36.0,11.0,15.0,15.0,10.0,8.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 09:00:00,9,4,0,0,23.0,45.0,37.0,48.0,244,4.0,32,32,120,120,1,3,9,25.6,1.9,0,38.0,36.0,34.0,15.0,15.0,8.0,8.0,4.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 10:00:00,10,4,0,0,44.0,23.0,45.0,47.0,248,11.0,32,32,120,120,2,2,5,24.5,0.7,0,36.0,34.0,38.0,15.0,8.0,9.0,4.0,7.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 11:00:00,11,4,0,0,38.0,44.0,23.0,34.0,243,5.0,32,32,120,120,1,1,0,25.7,0.0,0,34.0,38.0,26.0,8.0,9.0,7.0,7.0,7.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 12:00:00,12,4,0,0,36.0,38.0,44.0,73.0,231,8.0,32,32,120,120,2,6,6,25.0,0.1,0,38.0,26.0,40.0,9.0,7.0,11.0,7.0,4.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,117.0
2025-10-03 13:00:00,13,4,0,0,34.0,36.0,38.0,45.0,227,3.0,32,32,120,120,0,6,2,25.8,1.1,0,26.0,40.0,48.0,7.0,11.0,7.0,4.0,7.0,13.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 14:00:00,14,4,0,0,38.0,34.0,36.0,43.0,213,2.0,32,32,120,120,1,1,4,26.9,0.6,0,40.0,48.0,44.0,11.0,7.0,11.0,7.0,13.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,119.0
2025-10-03 15:00:00,15,4,0,0,26.0,38.0,34.0,55.0,207,7.0,32,32,120,120,0,1,3,26.8,0.0,0,48.0,44.0,32.0,7.0,11.0,11.0,13.0,5.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 16:00:00,16,4,0,0,40.0,26.0,38.0,60.0,211,7.0,32,32,120,120,0,0,10,27.5,1.0,0,44.0,32.0,52.0,11.0,11.0,11.0,5.0,7.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 17:00:00,17,4,0,0,48.0,40.0,26.0,41.0,208,6.0,32,32,120,120,0,2,8,26.8,2.0,0,32.0,52.0,56.0,11.0,11.0,11.0,7.0,10.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 18:00:00,18,4,0,0,44.0,48.0,40.0,47.0,198,5.0,32,32,120,120,2,3,2,25.9,0.0,0,52.0,56.0,56.0,11.0,11.0,18.0,10.0,11.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 19:00:00,19,4,0,0,32.0,44.0,48.0,49.0,209,5.0,32,32,120,120,0,3,6,24.9,0.0,0,56.0,56.0,34.0,11.0,18.0,11.0,11.0,7.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 20:00:00,20,4,0,0,52.0,32.0,44.0,41.0,229,8.0,32,32,120,120,1,4,7,25.0,0.0,0,56.0,34.0,42.0,18.0,11.0,8.0,7.0,6.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 21:00:00,21,4,0,0,56.0,52.0,32.0,48.0,243,16.0,32,32,120,120,0,2,8,24.3,0.0,0,34.0,42.0,38.0,11.0,8.0,11.0,6.0,8.0,12.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 22:00:00,22,4,0,0,56.0,56.0,52.0,44.0,238,15.0,32,32,120,120,0,4,4,25.6,0.0,0,42.0,38.0,39.0,8.0,11.0,12.0,8.0,12.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-03 23:00:00,23,4,0,0,34.0,56.0,56.0,51.0,246,6.0,32,32,120,120,2,5,3,26.6,0.0,0,38.0,39.0,16.0,11.0,12.0,6.0,12.0,8.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 00:00:00,0,5,1,0,42.0,34.0,56.0,43.0,250,7.0,32,32,120,120,0,3,3,24.6,0.4,0,39.0,16.0,30.0,12.0,6.0,8.0,8.0,4.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 01:00:00,1,5,1,0,38.0,42.0,34.0,36.0,250,7.0,32,32,120,120,1,4,5,25.6,0.0,0,16.0,30.0,29.0,6.0,8.0,8.0,4.0,5.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,118.0,120.0
2025-10-04 02:00:00,2,5,1,0,39.0,38.0,42.0,47.0,235,8.0,32,32,120,120,0,1,4,24.7,0.0,0,30.0,29.0,45.0,8.0,8.0,12.0,5.0,5.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 03:00:00,3,5,1,0,16.0,39.0,38.0,41.0,233,1.0,32,32,120,120,1,3,4,26.0,4.6,0,29.0,45.0,32.0,8.0,12.0,12.0,5.0,7.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 04:00:00,4,5,1,0,30.0,16.0,39.0,33.0,231,5.0,32,32,120,120,0,4,2,24.9,0.0,0,45.0,32.0,16.0,12.0,12.0,5.0,7.0,5.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 05:00:00,5,5,1,0,29.0,30.0,16.0,41.0,249,3.0,32,32,120,120,0,3,7,24.6,1.9,0,32.0,16.0,37.0,12.0,5.0,9.0,5.0,3.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 06:00:00,6,5,1,0,45.0,29.0,30.0,37.0,244,6.0,32,32,120,120,1,3,3,24.7,0.0,0,16.0,37.0,37.0,5.0,9.0,10.0,3.0,10.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 07:00:00,7,5,1,0,32.0,45.0,29.0,45.0,229,5.0,32,32,120,120,1,3,4,26.4,0.0,0,37.0,37.0,43.0,9.0,10.0,9.0,10.0,4.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 08:00:00,8,5,1,0,16.0,32.0,45.0,23.0,231,3.0,32,32,120,120,1,5,9,25.5,0.2,0,37.0,43.0,33.0,10.0,9.0,6.0,4.0,10.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 09:00:00,9,5,1,0,37.0,16.0,32.0,44.0,231,10.0,32,32,120,120,1,1,4,25.0,0.0,0,43.0,33.0,27.0,9.0,6.0,9.0,10.0,8.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 10:00:00,10,5,1,0,37.0,37.0,16.0,38.0,238,7.0,32,32,120,120,2,4,7,26.1,0.0,0,33.0,27.0,40.0,6.0,9.0,13.0,8.0,7.0,9.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 11:00:00,11,5,1,0,43.0,37.0,37.0,36.0,231,7.0,32,32,120,120,1,2,2,25.1,0.0,0,27.0,40.0,42.0,9.0,13.0,8.0,7.0,9.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 12:00:00,12,5,1,0,33.0,43.0,37.0,34.0,218,3.0,32,32,120,120,1,5,3,27.4,0.0,0,40.0,42.0,38.0,13.0,8.0,11.0,9.0,6.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,117.0,120.0
2025-10-04 13:00:00,13,5,1,0,27.0,33.0,43.0,38.0,222,5.0,32,32,120,120,0,6,5,24.2,0.0,0,42.0,38.0,33.0,8.0,11.0,6.0,6.0,6.0,5.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,118.0,120.0,120.0
2025-10-04 14:00:00,14,5,1,0,40.0,27.0,33.0,26.0,223,5.0,32,32,120,120,3,6,5,25.4,0.0,0,38.0,33.0,49.0,11.0,6.0,14.0,6.0,5.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,119.0,120.0
2025-10-04 15:00:00,15,5,1,0,42.0,40.0,27.0,40.0,221,8.0,32,32,120,120,1,3,9,23.6,7.5,0,33.0,49.0,42.0,6.0,14.0,12.0,5.0,10.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 16:00:00,16,5,1,0,38.0,42.0,40.0,48.0,213,11.0,32,32,120,120,0,0,3,25.2,0.1,0,49.0,42.0,34.0,14.0,12.0,7.0,10.0,10.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 17:00:00,17,5,1,0,33.0,38.0,42.0,44.0,224,3.0,32,32,120,120,1,6,7,23.2,0.0,1,42.0,34.0,34.0,12.0,7.0,11.0,10.0,11.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 18:00:00,18,5,1,0,49.0,33.0,38.0,32.0,221,5.0,32,32,120,120,0,3,1,26.8,0.2,0,34.0,34.0,46.0,7.0,11.0,12.0,11.0,3.0,10.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 19:00:00,19,5,1,0,42.0,49.0,33.0,52.0,209,6.0,32,32,120,120,0,5,5,26.8,0.6,0,34.0,46.0,31.0,11.0,12.0,10.0,3.0,10.0,7.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,118.0,120.0,120.0,120.0
2025-10-04 20:00:00,20,5,1,0,34.0,42.0,49.0,56.0,201,9.0,32,32,120,120,0,2,6,26.9,0.0,0,46.0,31.0,24.0,12.0,10.0,7.0,10.0,7.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 21:00:00,21,5,1,0,34.0,34.0,42.0,56.0,205,7.0,32,32,120,120,2,3,4,25.7,2.7,0,31.0,24.0,34.0,10.0,7.0,8.0,7.0,4.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-04 22:00:00,22,5,1,0,46.0,34.0,34.0,34.0,201,11.0,32,32,120,120,1,3,0,24.4,0.0,0,24.0,34.0,35.0,7.0,8.0,3.0,4.0,6.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,118.0,120.0,120.0,120.0,120.0
2025-10-04 23:00:00,23,5,1,0,31.0,46.0,34.0,42.0,192,4.0,32,32,120,120,0,3,3,24.5,0.0,0,34.0,35.0,42.0,8.0,3.0,11.0,6.0,3.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,118.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 00:00:00,0,6,1,0,24.0,31.0,46.0,38.0,195,9.0,32,32,120,120,1,2,4,28.1,0.0,0,35.0,42.0,36.0,3.0,11.0,9.0,3.0,8.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,118.0,120.0,120.0,120.0,117.0,120.0,120.0
2025-10-05 01:00:00,1,6,1,0,34.0,24.0,31.0,39.0,196,3.0,32,32,118,120,0,5,6,27.9,0.0,0,42.0,36.0,25.0,11.0,9.0,3.0,8.0,4.0,3.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 02:00:00,2,6,1,0,35.0,34.0,24.0,16.0,206,3.0,32,32,120,120,0,1,9,26.0,0.0,0,36.0,25.0,30.0,9.0,3.0,6.0,4.0,3.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,119.0,120.0,120.0
2025-10-05 03:00:00,3,6,1,0,42.0,35.0,34.0,30.0,212,11.0,32,32,120,120,1,2,4,25.0,0.0,0,25.0,30.0,35.0,3.0,6.0,8.0,3.0,6.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 04:00:00,4,6,1,0,36.0,42.0,35.0,29.0,203,11.0,32,32,120,120,1,2,1,27.8,0.0,0,30.0,35.0,23.0,6.0,8.0,5.0,6.0,6.0,4.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 05:00:00,5,6,1,0,25.0,36.0,42.0,45.0,201,3.0,32,32,120,120,0,1,1,24.7,1.9,0,35.0,23.0,29.0,8.0,5.0,7.0,6.0,4.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 06:00:00,6,6,1,0,30.0,25.0,36.0,32.0,207,4.0,32,32,120,120,0,3,5,26.1,6.8,0,23.0,29.0,42.0,5.0,7.0,10.0,4.0,6.0,11.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,117.0,120.0,120.0,120.0
2025-10-05 07:00:00,7,6,1,0,35.0,30.0,25.0,16.0,200,3.0,32,32,120,120,0,4,4,27.8,0.0,0,29.0,42.0,45.0,7.0,10.0,11.0,6.0,11.0,6.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2025-10-05 08:00:00,8,6,1,0,23.0,35.0,30.0,37.0,193,2.0,32,32,120,120,1,1,2,24.5,0.0,0,42.0,45.0,41.0,10.0,11.0,9.0,11.0,6.0,8.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,120.0,120.0,120.0,119.0,120.0,120.0,120.0
